head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,espanol_apreciacion,espanol_comentario
63,視,Vigilia,1,初一,內其明不用其光,內其明自窺深也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Guarda su claridad por dentro; no usa su luz.,Guardar la claridad: escruta su propia hondura.
63,視,Vigilia,2,次二,君子視內小人視外,小人視外不能見心也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El noble mira hacia dentro, el hombre pequeño hacia fuera.",El pequeño que mira afuera: no puede ver el corazón.
63,視,Vigilia,3,次三,視其德可以幹王之國,視德之幹乃能有全也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Mira a su virtud; puede servir de armazón al reino del rey.,Mirar el armazón de la virtud: entonces puede haber integridad.
63,視,Vigilia,4,次四,粉其題䪻雨其渥須視無姝,粉題雨須不可忍瞻也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Empolva su frente, unta su barba lustrosa; míralo: nada hermoso. [verso oscuro]",Frente empolvada y barba untada: insoportable de mirar.
63,視,Vigilia,5,次五,鸞鳳紛如厥德暉如,鸞鳳紛如德光皓也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Fénix en profusión; su virtud, radiante.","Fénix en profusión: la luz de la virtud, esplendente."
63,視,Vigilia,6,次六,素車翠蓋維視之害貞,素車翠蓋徒好外也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Carro llano, dosel de martín pescador; sólo para ser mirado: daño; recto. [verso oscuro]",Carro llano y dosel vistoso: sólo ama lo de fuera.
63,視,Vigilia,7,次七,視其瑕無穢,視其瑕能自矯也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Mira su propia tacha; sin mancha.,Mirar la propia tacha: capaz de corregirse.
63,視,Vigilia,8,次八,翡翠于飛離其翼狐鼦之毛躬之賊,翡翠狐鼦好作咎也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El martín pescador en vuelo pierde su ala; el pelaje del zorro y la marta: la ruina del propio cuerpo.,"Martín, zorro y marta: la belleza labra la desgracia."
63,視,Vigilia,9,上九,日沒其光賁于東方用視厥始,日沒賁東終顧始也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El sol hunde su luz, orla el oriente; úsalo para mirar su comienzo.",El sol que se hunde y orla el este: el fin vuelve los ojos al principio.
64,沈,Hundimiento,0,首辭,陰懷于陽陽懷于陰志在玄宮,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin se abriga en el yang, el yang en el yin; su anhelo está en el Palacio del Misterio.",
64,沈,Hundimiento,1,初一,沈耳于閨不聞貞,沈耳于閨失德體也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Hunde el oído en la alcoba; no oye: recto.,Hundir el oído en la alcoba: pierde el cuerpo de la virtud.
64,沈,Hundimiento,2,次二,沈視自見賢於眇之眄,沈視之見得正美也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El mirar hundido se ve a sí mismo; mejor que la ojeada del bizco.,El ver hundido: alcanza la belleza verdadera.
64,沈,Hundimiento,3,次三,沈于美失貞矢,沈于美作聾盲也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se hunde en la belleza; pierde la flecha recta.,Hundirse en la belleza: se hace sordo y ciego.
64,沈,Hundimiento,4,次四,宛雛沈視食苦貞,宛雛沈視擇食方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El polluelo tierno, la mirada hundida; se nutre de lo amargo: recto. [verso oscuro]",El polluelo de mirada hundida: escoge su alimento con método.
64,沈,Hundimiento,5,次五,雕鷹高翔沈其腹好𡢘惡粥,雕鷹高翔在腐糧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El águila que planea alto hunde su vientre; ama lo suculento, aborrece el caldo. [verso oscuro]",El águila que planea alto: puesta en el grano podrido.
64,沈,Hundimiento,6,次六,見票如累明利以正于王,見票如累其道明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ve el titileo como carga; claro; propicio enderezarlo ante el rey. [verso oscuro],Ver el titileo como carga: su vía es clara.
64,沈,Hundimiento,7,次七,離如婁如赤肉鴟梟厲,離婁赤肉食不臧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Apartando así, enredando así; carne roja, búho y cárabo: peligro. [verso oscuro]",Carne roja: el comer no es bueno.
64,沈,Hundimiento,8,次八,盼得藥利征,盼得其藥利征邁也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Mira y obtiene el remedio; propicio marchar.,Obtener el remedio: propicio avanzar.
64,沈,Hundimiento,9,上九,血如剛沈于顙前尸後喪,血剛沈顙終以貪敗也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Sangre como si dura; se hunde en la frente; cadáver delante, duelo detrás.","Sangre que se hunde en la frente: al fin, arruinado por la codicia."
65,內,Lo Interior,0,首辭,陰去其內而在于外陽去其外而在乎內萬物之既,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin deja su dentro y se pone afuera, el yang deja su fuera y se pone adentro: el acabamiento de los diez mil seres.",
65,內,Lo Interior,1,初一,謹于媐㐜初貞後寧,謹于媐㐜始女貞也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Cauto en el gozo; al principio recto, después en paz. [verso oscuro]","Cauto en el gozo: al comienzo, la rectitud de la doncella."
65,內,Lo Interior,2,次二,邪其內主迂彼黃床,邪其內主遠乎寧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Tuerce a su dueño interior; da rodeos en torno a aquel lecho amarillo. [verso oscuro],Torcer al dueño interior: lejos del sosiego.
65,內,Lo Interior,3,次三,爾儀而悲坎我西階,爾儀而悲代母情也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Tu decoro, y con todo el duelo; una fosa en mi peldaño del oeste. [verso oscuro]",Decoro y duelo: el sentir de quien releva a la madre.
65,內,Lo Interior,4,次四,好小好危喪其縕袍厲,好小好危不足榮也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ama lo pequeño, ama lo peligroso; pierde su túnica acolchada: peligro.",Amar lo pequeño y lo peligroso: no basta para la gloria.
65,內,Lo Interior,5,次五,龍下于泥君子利用取媐遇庸夷,龍下于泥陽下陰也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El dragón baja al fango; el noble aprovecha para tomar esposa; encuentra lo común y lo llano. [verso oscuro],El dragón que baja al fango: el yang se pone bajo el yin.
65,內,Lo Interior,6,次六,黃昏于飛內其羽雖欲滿宮不見其女,黃昏內羽不能自禁也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Al crepúsculo, en vuelo, recoge sus alas; aunque quiera llenar el palacio, no ve a su mujer.",Recoger las alas al crepúsculo: no puede contenerse.
65,內,Lo Interior,7,次七,枯垣生莠皬頭內其稚婦有,枯垣生莠物慶類也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El muro seco cría cizaña; cabeza cana; toma en casa a su joven esposa: hay descendencia. [verso oscuro],El muro seco que cría cizaña: los seres se alegran en su casta.
65,內,Lo Interior,8,次八,內不克婦荒家及國涉深不測,內不克婦國之孽也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Por dentro no domina a la esposa; arruina la casa, y alcanza al reino; vadea lo hondo, insondable.",No dominar a la esposa: la ruina del reino.
65,內,Lo Interior,9,上九,雨降于地不得止不得過,雨降于地澤節也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La lluvia baja a la tierra; no puede detenerse, no puede rebasar.",La lluvia que baja a la tierra: la merced es mesurada.
66,去,Partida,0,首辭,陽去其陰陰去其陽物咸倜倡,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang deja su yin, el yin deja su yang; los seres todos se sueltan y se desbandan.",
66,去,Partida,1,初一,去此靈淵舍彼枯園,去此靈淵不以謙將也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Deja este abismo numinoso; mora en aquel jardín marchito.,Dejar el abismo numinoso: no guiado por la humildad.
66,去,Partida,2,次二,去彼枯園舍下靈淵,舍下靈淵謙道光也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Deja aquel jardín marchito; mora abajo en el abismo numinoso.,Morar en el abismo numinoso: la vía de la humildad resplandece.
66,去,Partida,3,次三,高其步之堂有露,高步有露妄行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Sube altivo al salón; hay rocío.,Paso altivo con rocío: un andar temerario.
66,去,Partida,4,次四,去于父子去于臣主,去于父子非所望也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se aparta de padre e hijo; se aparta de ministro y señor.,Apartarse de padre e hijo: no es lo que se espera.
66,去,Partida,5,次五,攓其衣之庭有麋,攓衣有麋亦可懼也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se arremanga la ropa hacia el patio; hay un alce. [verso oscuro],Ropa arremangada con alce: también es de temer.
66,去,Partida,6,次六,躬去于成天遺厥名,躬去于成讓不居也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),En persona se retira en la cima del logro; el Cielo preserva su nombre.,Retirarse en la cima: cede y no se queda.
66,去,Partida,7,次七,去其德貞三死不令,去其德貞終死醜也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Se aparta de su virtud y rectitud; tres veces muerto, sin renombre.",Apartarse de la virtud recta: al fin muere en vergüenza.
66,去,Partida,8,次八,月高弦火幾縣不可以動動有愆,月弦火縣恐見咎也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La luna alta, media tensa; el fuego casi colgado; no se debe mover; moverse es falta. [verso oscuro]",Luna tensa y fuego colgado: teme incurrir en falta.
66,去,Partida,9,上九,求我不得自我西北,求我不得安可久也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Me busca y no me halla; desde mi noroeste.,Buscarme sin hallarme: ¿cómo va a durar?
67,晦,Oscurecimiento,0,首辭,陰登于陽陽降于陰物咸喪明,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin sube al yang, el yang baja al yin; los seres todos pierden su luz.",
67,晦,Oscurecimiento,1,初一,同冥獨見幽貞,同冥獨見中獨昭也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Uno con la tiniebla, a solas ve; oculto: recto.","Uno con la tiniebla que ve solo: por dentro, a solas, es luminoso."
67,晦,Oscurecimiento,2,次二,盲征否,盲征否明不見道也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ciego, marcha: no.",Ciego que marcha: la claridad no ve la vía.
67,晦,Oscurecimiento,3,次三,陰行陽從利作不凶,陰行陽從事必外也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin va, el yang sigue; propicio obrar, sin infortunio.",El yin va y el yang sigue: el asunto ha de ir afuera.
67,晦,Oscurecimiento,4,次四,晦其類失金匱,晦其類法度廢也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Oscurece a los suyos; pierde el cofre de metal.,Oscurecer a los suyos: ley y medida caen en desuso.
67,晦,Oscurecimiento,5,次五,日正中月正隆君子自晦不入窮,日中月隆明恐挫也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El sol en pleno mediodía, la luna en plenitud; el noble se oscurece a sí mismo y no entra en el aprieto.",Sol y luna en su colmo: la claridad teme ser quebrada.
67,晦,Oscurecimiento,6,次六,玄鳥維愁明降于幽,玄鳥維愁將下昧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El ave oscura sólo se apena; la claridad desciende a la penumbra.,El ave oscura que se apena: a punto de hundirse en lo oscuro.
67,晦,Oscurecimiento,7,次七,睄睼明或遵之行,睄睼明德將遵行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Apenas vislumbra la claridad; alguno la sigue en su andar. [verso oscuro],Vislumbrar la clara virtud: será seguida.
67,晦,Oscurecimiento,8,次八,視非其真夷其右目滅國喪家,視非夷目國以喪也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Mira lo que no es verdadero; se hiere el ojo derecho; arruina el reino, pierde la casa.",Mirar lo falso y herir el ojo: el reino se pierde por ello.
67,晦,Oscurecimiento,9,上九,晦冥冥利于不明之貞,晦冥之利不得獨明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Oscureciendo, oscuro, oscuro; propicio en la rectitud de no relucir.",El provecho de oscurecerse: no se debe relucir a solas.
68,瞢,Atenuación,0,首辭,陰征南陽征北物失明貞莫不瞢瞢,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin marcha al sur, el yang al norte; los seres pierden su recta claridad; no hay quien no se anuble.",
68,瞢,Atenuación,1,初一,瞢腹睒天不覩其畛,瞢腹睒天無能見也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vientre nublado ojea el Cielo; no ve sus lindes.,Vientre nublado que ojea el Cielo: incapaz de ver.
68,瞢,Atenuación,2,次二,明腹睒天覩其根,明腹睒天中獨爛也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vientre claro ojea el Cielo; ve su raíz.,"Vientre claro que ojea el Cielo: por dentro, a solas, arde."
68,瞢,Atenuación,3,次三,師或導射豚其埻,師或導射無以辨也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El maestro tal vez guía el disparo; el lechón, en su blanco. [verso oscuro]",El maestro que guía el disparo: nada con qué distinguir.
68,瞢,Atenuación,4,次四,鑒貞不迷于人攸資,鑒貞不迷誠可信也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El espejo, recto, no se confunde; aquello en que los hombres se apoyan.",El espejo recto que no se confunde: de veras es de fiar.
68,瞢,Atenuación,5,次五,倍明仮光觸蒙昏,倍明仮光人可頻也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Da la espalda a la claridad, toma prestada una luz falsa; tropieza con la ceguera confusa.","Espalda a la claridad, luz prestada: los hombres fruncen el ceño."
68,瞢,Atenuación,6,次六,瞢瞢之離不宜熒且𡛖,瞢瞢之離中薆薆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La partición de lo nublado; impropia; titilante y velada. [verso oscuro],"La partición de lo nublado: por dentro, velada y velada."
68,瞢,Atenuación,7,次七,瞢奸明其所惡,瞢奸之惡著不可昧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La traición nublada hace patente lo que aborrece.,"El mal de la traición nublada: manifiesto, no se puede ocultar."
68,瞢,Atenuación,8,次八,昏辰利于月小貞未及星,昏辰利月尚可願也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La hora del ocaso favorece a la luna; rectitud pequeña; aún no llega a las estrellas.,La hora del ocaso favorece a la luna: aún cabe desearlo.
68,瞢,Atenuación,9,上九,時𨲠𨲠不獲其嘉男子折笄婦人易哿,不獲其嘉男死婦歎也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Los tiempos, nublados, nublados; no logra su ventura; el varón quiebra su horquilla, la mujer trueca su gozo. [verso oscuro]","No lograr la ventura: el varón muere, la mujer suspira."
69,窮,Agotamiento,0,首辭,陰氣塞宇陽亡其所萬物窮遽,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin tapona la bóveda, el yang pierde su sitio; los diez mil seres, acorralados y en apremio.",
69,窮,Agotamiento,1,初一,窮其窮而民好中,窮其窮情在中也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Agota su agotamiento, y el pueblo ama el centro.",Agotar el agotamiento: el sentir está en el centro.
69,窮,Agotamiento,2,次二,窮不窮而民不中,窮不窮詐可隆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Agotamiento no agotado, y el pueblo no centrado.",Agotamiento no agotado: el engaño puede crecer.
69,窮,Agotamiento,3,次三,窮思達,窮思達師在心也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Agotado, y aun así piensa atravesar.",Agotado y pensando atravesar: el maestro está en el corazón.
69,窮,Agotamiento,4,次四,土不和木科橢,土不和病乎民也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La tierra sin concordia; los huecos del árbol, torcidos. [verso oscuro]",La tierra sin concordia: enferma al pueblo.
69,窮,Agotamiento,5,次五,羹無糝其腹坎坎不失其範,羹無糝猶不失其正也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Caldo sin grano; su vientre hueco, hueco; y con todo no pierde su molde.",Caldo sin grano: y aun así no pierde su rectitud.
69,窮,Agotamiento,6,次六,山無角水無鱗困犯身,山無角困百姓也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El monte sin cima, el agua sin escama; la penuria asalta el cuerpo.",El monte sin cima: penuria para el pueblo.
69,窮,Agotamiento,7,次七,正其足蹛于狴獄三歲見錄,正其足險得平也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Endereza sus pies; encadenado en la cárcel; en tres años lo inscriben.,Enderezar los pies: del peligro alcanza lo llano.
69,窮,Agotamiento,8,次八,涉于霜雪纍項于䣛,纍項于䣛亦不足生也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Vadea escarcha y nieve; el cuello atado a la rodilla.,El cuello atado a la rodilla: no basta para vivir.
69,窮,Agotamiento,9,上九,破璧毀圭臼竈生鼃天禍以他,破璧毀圭逢不幸也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Disco de jade roto, tablilla quebrada; mortero y fogón crían ranas; la desgracia del Cielo por otra vía.",Jade roto y tablilla quebrada: topa con la desventura.
70,割,Ruptura,0,首辭,陰氣割物陽形縣殺七日幾絕,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin siega a los seres; la forma yang cuelga mermada; a los siete días, casi extinta.",
70,割,Ruptura,1,初一,割其耳目及其心腹厲,割其耳目中無外也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Corta sus oídos y ojos, y alcanza su corazón y su vientre: peligro.","Cortar oídos y ojos: por dentro, nada afuera."
70,割,Ruptura,2,次二,割其肬贅利以無穢,割其肬贅惡不得大也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Corta su verruga y su lobanillo; propicio, para estar sin tacha.",Cortar verruga y lobanillo: el mal no puede crecer.
70,割,Ruptura,3,次三,割鼻食口喪其息主,割鼻喪主損無榮也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Corta la nariz, alimenta la boca; pierde a su dueño del aliento.",Cortar la nariz: pérdida sin gloria.
70,割,Ruptura,4,次四,宰割平平,宰割平平能有成也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El corte del carnicero, parejo, parejo.",El corte parejo: puede haber consumación.
70,割,Ruptura,5,次五,割其股肱喪其服馬,割其股肱亡大臣也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Corta su muslo y su brazo; pierde su caballo de tiro.,Cortar muslo y brazo: pierde a los grandes ministros.
70,割,Ruptura,6,次六,割之無創飽于四方,割之無創道可分也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Lo corta sin herida; saciado en los cuatro rumbos.,Cortar sin herida: la vía se puede repartir.
70,割,Ruptura,7,次七,紫蜺矞雲朋圍日其疾不割,紫蜺矞雲不知刊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Arco iris morado, nubes en jirones cercan al sol; su mal no se corta. [verso oscuro]",Arco iris y nubes: no sabe podarlo.
70,割,Ruptura,8,次八,割其蠹得我心疾,割其蠹國所便也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Corta su carcoma; alivia el mal de mi corazón.,Cortar la carcoma: lo que conviene al reino.
70,割,Ruptura,9,上九,割肉取骨滅頂于血,割肉滅血不能自全也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Corta la carne para sacar el hueso; ahoga la coronilla en sangre.,Cortar la carne y ahogar en sangre: no puede guardarse entero.
71,止,Detención,0,首辭,陰大止物於上陽亦止物於下下上俱止,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yin detiene en grande a los seres arriba, el yang también los detiene abajo; abajo y arriba, todo se detiene.",
71,止,Detención,1,初一,止于止內明無咎,止于止智足明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se detiene en el punto de detenerse; claridad interior: sin falta.,Detenerse a tiempo: sabiduría bastante para ser claro.
71,止,Detención,2,次二,車軔俟馬酋止,車軔馬止不可以行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El carro frenado aguarda al caballo; maduramente se detiene.,"Carro frenado, caballo detenido: no se puede andar."
71,止,Detención,3,次三,關其門戶用止狂蠱,關其門戶禦不當也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Atranca sus puertas para detener el veneno de la locura.,Atrancar las puertas: ataja lo que no toca.
71,止,Detención,4,次四,止于童木求其䟽穀,止于童木其求窮也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se detiene en el arbolillo; busca en él su grano ralo.,Detenerse en el arbolillo: su búsqueda se agota.
71,止,Detención,5,次五,柱奠廬蓋蓋車轂均䟽,柱及蓋轂貴中也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El pilar apuntala el cobertizo; el cubo del carro, de rayos parejos. [verso oscuro]","Pilar, cubierta y cubo: prizan el centro."
71,止,Detención,6,次六,方輪廉軸坎軻其輿,方輪坎軻還自震也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Rueda cuadrada, eje anguloso; a tumbos, a tumbos su carruaje.",Rueda cuadrada a tumbos: sólo se sacude a sí misma.
71,止,Detención,7,次七,車纍其傂馬擸其蹄止貞,車纍馬擸行可鄰也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El carro traba su rueda, el caballo arrastra su casco; se detiene: recto.","Carro trabado, caballo que arrastra: el andar puede acercarse."
71,止,Detención,8,次八,弓善反弓惡反善馬恨惡馬恨絕弸破車終不偃,弓反馬恨終不可以也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El buen arco rebota, el mal arco rebota; el buen caballo se resiente, el mal caballo se resiente; la cuerda salta, el carro se rompe; al fin no se detiene. [verso oscuro]","Arco que rebota, caballo que se resiente: al fin, no puede ser."
71,止,Detención,9,上九,折于株木輆于砭石止,折木輆石君子所止也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Se quiebra en el tocón, se magulla en la piedra-lanceta; se detiene.",Quebrarse en el tocón y la piedra: donde el noble se detiene.
72,堅,Dureza,0,首辭,陰形胼冒陽喪其緒物競堅彊,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La forma yin se encallece y cubre, el yang pierde su hilo; los seres compiten en dureza y fuerza.",
72,堅,Dureza,1,初一,磐石固內不化貞,磐石固內不可化也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Peña firme por dentro; inmutable: recto.,Peña firme por dentro: no se puede transformar.
72,堅,Dureza,2,次二,堅白玉形內化貞,堅白玉形變可為也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Dura forma de jade blanco; por dentro se transforma: recto. [verso oscuro],Dura forma de jade: el cambio se puede obrar.
72,堅,Dureza,3,次三,堅不凌或泄其中,堅不凌不能持齊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Dura, mas no domina; algo se filtra de su centro.",Dura sin dominar: no puede sostenerse pareja.
72,堅,Dureza,4,次四,小蜂營營螮其蛡蛡不介在堅,小蜂營營固其氐也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La abejita, afanosa, afanosa, con sus larvas; no firme, aun puesta en lo duro. [verso oscuro]",La abejita afanosa: asegura su base.
72,堅,Dureza,5,次五,蛡大螮小虛,蛡大螮小國虛空也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La larva grande, la madre pequeña: vacío. [verso oscuro]","Larva grande, madre pequeña: el reino, hueco y vacío."
72,堅,Dureza,6,次六,韱螮紗紗縣于九州,韱螮之縣民以康也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Hilos finos, gasa y gasa, colgados sobre las Nueve Provincias. [verso oscuro]","Los hilos colgados: el pueblo por ello, en paz."
72,堅,Dureza,7,次七,堅顛觸冢,堅顛觸冢不知所行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Dura, se derrumba, golpeando el túmulo.",Dura y derrumbada: no sabe adónde ir.
72,堅,Dureza,8,次八,怙堅禍惟用解𧋈之貞,怙堅禍用直方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Fiarse de la dureza, desgracia; sólo vale la rectitud de disolver el veneno.",Fiarse de la dureza: usa lo recto y cuadrado.
72,堅,Dureza,9,上九,蜂焚其蛡喪于尸,蜂焚其蛡所憑喪也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La abeja quema su propia cría; perdida, al cadáver.",La abeja que quema su cría: lo que la sostenía se pierde.
73,成,Consumación,0,首辭,陰氣方清陽藏於靈物濟成形,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yin recién límpido, el yang oculto en el numen; los seres se logran y cobran forma.",
73,成,Consumación,1,初一,成若否其用不已冥,成若否所以不敗也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Consumado como si no; su uso incesante: oscuro.,Consumado como si no: por eso no fracasa.
73,成,Consumación,2,次二,成微改改未成而殆,成微改改不能自遂也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Consuma apenas, cambiando, cambiando; aún no consumado, y en peligro.","Consumar apenas, cambiando: no puede llevarse a cabo."
73,成,Consumación,3,次三,成躍以縮成飛不逐,成躍以縮成德壯也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Consuma el salto retrayéndose; consuma el vuelo, sin ser perseguido.",Consumar el salto retrayéndose: la virtud consumada es recia.
73,成,Consumación,4,次四,將成矜敗,將成之矜成道病也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"A punto de consumar, mas ufano: derrota.","A punto de consumar, ufano: la vía de la consumación, enferma."
73,成,Consumación,5,次五,中成獨督大,中成獨督能處中也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Consumado en el centro; a solas vigila lo grande.,Consumado en el centro: capaz de morar en el centro.
73,成,Consumación,6,次六,成魁瑣以成獲禍,成之魁瑣不以讓也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Consuma como cabecilla, mezquino; al consumar, cosecha la desgracia. [verso oscuro]",Consumar mezquino: por no ceder.
73,成,Consumación,7,次七,成闕補,成闕之補固難承也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Consuma el remiendo de la brecha.,El remiendo de la brecha: de veras difícil de sostener.
73,成,Consumación,8,次八,時成不成天降亡貞,時成不成獨失中也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La hora de consumar, sin consumarse; el Cielo hace bajar la ruina: recto.",Hora de consumar sin consumar: a solas pierde el centro.
73,成,Consumación,9,上九,成窮入于敗毀成君子不成,成窮以毀君子以終也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La consumación agotada entra en la ruina, arruina el logro; el noble no consuma.",Consumación agotada en ruina: así el noble llega a su fin.
74,䦯,Cierre,0,首辭,陰陽交跌相闔成一其禍泣萬物,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Yin y yang tropiezan al cruzarse, se cierran haciéndose uno; su desgracia hace llorar a los diez mil seres.",
74,䦯,Cierre,1,初一,圜方杌棿其內窾換,圜方杌棿內相失也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Redondo y cuadrado, tambaleantes, vacilantes; por dentro, huecos que se truecan. [verso oscuro]",Redondo y cuadrado vacilantes: por dentro se pierden uno a otro.
74,䦯,Cierre,2,次二,䦯無間,無間之䦯一其二也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Cerrado, sin resquicio.",El cierre sin resquicio: hace uno de los dos.
